     38.00,  14874.00,      6.00,   1079.00,   5241.00,   3207.00,    263.00,    263.00,    263.00,   1125.00,   1125.00,   1125.00,   1125.00
     39.00,  13412.00,      5.00,    982.00,   4569.00,   2890.00,    236.00,    236.00,    236.00,    938.00,    938.00,    938.00,    938.00
     40.00,  12095.00,      5.00,    895.00,   3982.00,   2605.00,    213.00,    213.00,    213.00,    781.00,    781.00,    781.00,    781.00
     41.00,  10908.00,      4.00,    816.00,   3472.00,   2350.00,    192.00,    192.00,    192.00,    651.00,    651.00,    651.00,    651.00
     42.00,   9839.00,      4.00,    745.00,   3027.00,   2120.00,    173.00,    173.00,    173.00,    543.00,    543.00,    543.00,    543.00
     43.00,   8875.00,      3.00,    680.00,   2639.00,   1914.00,    157.00,    157.00,    157.00,    452.00,    452.00,    452.00,    452.00
     44.00,   8006.00,      3.00,    621.00,   2301.00,   1729.00,    142.00,    142.00,    142.00,    377.00,    377.00,    377.00,    377.00
     45.00,   7222.00,      3.00,    568.00,   2006.00,   1562.00,    128.00,    128.00,    128.00,    314.00,    314.00,    314.00,    314.00
     46.00,   6516.00,      2.00,    520.00,   1749.00,   1412.00,    116.00,    116.00,    116.00,    262.00,    262.00,    262.00,    262.00
     47.00,   5879.00,      2.00,    476.00,   1525.00,   1276.00,    105.00,    105.00,    105.00,    218.00,    218.00,    218.00,    218.00
     48.00,   5304.00,      2.00,    436.00,   1330.00,   1154.00,     95.00,     95.00,     95.00,    182.00,    182.00,    182.00,    182.00
     49.00,   4786.00,      2.00,    399.00,   1160.00,   1044.00,     87.00,     87.00,     87.00,    152.00,    152.00,    152.00,    152.00
     50.00,   4319.00,      2.00,    366.00,   1011.00,    945.00,     79.00,     79.00,     79.00,    126.00,    126.00,    126.00,    126.00
     51.00,   3898.00,      2.00,    336.00,    882.00,    855.00,     72.00,     72.00,     72.00,    105.00,    105.00,    105.00,    105.00
     52.00,   3518.00,      1.00,    308.00,    769.00,    774.00,     65.00,     65.00,     65.00,     88.00,     88.00,     88.00,     88.00
     53.00,   3175.00,      1.00,    283.00,    671.00,    701.00,     59.00,     59.00,     59.00,     73.00,     73.00,     73.00,     73.00
     54.00,   2865.00,      1.00,    260.00,    585.00,    635.00,     54.00,     54.00,     54.00,     61.00,     61.00,     61.00,     61.00
     55.00,   2586.00,      1.00,    239.00,    510.00,    576.00,     49.00,     49.00,     49.00,     51.00,     51.00,     51.00,     51.00
     56.00,   2334.00,      1.00,    220.00,    445.00,    522.00,     45.00,     45.00,     45.00,     42.00,     42.00,     42.00,     42.00
     57.00,   2107.00,      1.00,    202.00,    388.00,    473.00,     41.00,     41.00,     41.00,     35.00,     35.00,     35.00,     35.00
     58.00,   1902.00,      1.00,    186.00,    339.00,    429.00,     37.00,     37.00,     37.00,     29.00,     29.00,     29.00,     29.00
     59.00,   1717.00,      1.00,    171.00,    296.00,    389.00,     34.00,     34.00,     34.00,     25.00,     25.00,     25.00,     25.00
     60.00,   1550.00,      1.00,    158.00,    258.00,    353.00,     31.00,     31.00,     31.00,     20.00,     20.00,     20.00,     20.00
     61.00,   1400.00,      1.00,    145.00,    225.00,    320.00,     28.00,     28.00,     28.00,     17.00,     17.00,     17.00,     17.00
     62.00,   1264.00,      1.00,    134.00,    196.00,    291.00,     26.00,     26.00,     26.00,     14.00,     14.00,     14.00,     14.00
     63.00,   1141.00,      1.00,    123.00,    171.00,    264.00,     24.00,     24.00,     24.00,     12.00,     12.00,     12.00,     12.00
     64.00,   1030.00,         0,    114.00,    149.00,    240.00,     22.00,     22.00,     22.00,     10.00,     10.00,     10.00,     10.00
     65.00,    930.00,         0,    105.00,    130.00,    218.00,     20.00,     20.00,     20.00,      8.00,      8.00,      8.00,      8.00
