111,100,1,0,0,0,0.9
112,101,1,0,1,1.642426209,0.9
113,102,1,0,2,3.365999389,0.9
114,103,1,0,3,6.228059886,0.9
121,110,1,1,0,0,0.9
122,111,1,1,1,1.6555429,0.9
123,112,1,1,2,3.37911608,0.9
124,113,1,1,3,6.240127241,0.9
131,120,1,2,0,0,0.9
132,121,1,2,1,1.6555429,0.9
133,122,1,2,2,3.438150598,0.9
134,123,1,2,3,6.240127241,0.9
141,130,1,3,0,0,0.9
142,131,1,3,1,1.6555429,0.9
143,132,1,3,2,3.438150598,0.9
144,133,1,3,3,6.240127241,0.9
211,200,2,0,0,0,0.9
212,201,2,0,1,1.642426209,0.9
213,202,2,0,2,3.365999389,0.9
214,203,2,0,3,6.228059886,0.9
221,210,2,1,0,0,0.9
222,211,2,1,1,1.6555429,0.9
223,212,2,1,2,3.37911608,0.9
224,213,2,1,3,6.240127241,0.9
231,220,2,2,0,0,0.9
232,221,2,2,1,1.6555429,0.9
233,222,2,2,2,3.438150598,0.9
234,223,2,2,3,6.240127241,0.9
241,230,2,3,0,0,0.9
242,231,2,3,1,1.6555429,0.9
243,232,2,3,2,3.438150598,0.9
244,233,2,3,3,6.240127241,0.9
311,300,3,0,0,0,0.9
312,301,3,0,1,1.001563027,0.9
313,302,3,0,2,2.086779965,0.9
314,303,3,0,3,5.166249886,0.9
321,310,3,1,0,0,0.9
322,311,3,1,1,1.520571539,0.9
323,312,3,1,2,2.713098801,0.9
324,313,3,1,3,5.742463215,0.9
331,320,3,2,0,0,0.9
332,321,3,2,1,1.520571539,0.9
333,322,3,2,2,3.092637852,0.9
334,323,3,2,3,5.742463215,0.9
341,330,3,3,0,0,0.9
342,331,3,3,1,1.519069365,0.9
343,332,3,3,2,3.092637852,0.9
344,333,3,3,3,5.742463215,0.9
411,400,4,0,0,0,0.9
412,401,4,0,1,1.001563027,0.9
413,402,4,0,2,2.086779965,0.9
414,403,4,0,3,5.166249886,0.9
421,410,4,1,0,0,0.9
422,411,4,1,1,1.520571539,0.9
423,412,4,1,2,2.713098801,0.9
424,413,4,1,3,5.742463215,0.9
431,420,4,2,0,0,0.9
432,421,4,2,1,1.520571539,0.9
433,422,4,2,2,3.092637852,0.9
434,423,4,2,3,5.742463215,0.9
441,430,4,3,0,0,0.9
442,431,4,3,1,1.519069365,0.9
443,432,4,3,2,3.092637852,0.9
444,433,4,3,3,5.742463215,0.9
