1,3.89,1.17,5.63,1.03,1.57,0.37,0.52,2.05,0.85,0.57,0,0,0.61,0,0.5,0.68,0.47,0.1,1,1,0.71,1.93,0.57,2
2,2.6,2.51,1.33,0.97,0.42,0.64,0.54,0.29,1.24,0.6,0,0,1.96,0,0.61,0.35,0.42,0.52,1,1,1.68,1.07,0.71,1.37
3,0.88,0.98,1.08,0.73,0.97,0.68,0.54,0.64,0.79,0.65,0,2.56,1.05,0.5,0.68,0.55,0.54,0.84,1,1,1.46,0.49,0.73,0.6
4,1.06,1.08,0.9,1.01,0.56,0.62,0.45,0.7,0.77,1.16,0,0.38,0.72,0.99,1,0.55,1.09,0.56,1,1,0.51,0.32,1.33,1
5,0.83,0.89,0.9,1.13,1.1,1.27,1.34,1.23,1.13,1.22,1.77,0.43,0.97,1.36,1.33,1.35,1.27,1.22,1,1,0.81,1.32,1.12,1.25
