101001,   1810.00,     50.00
101002,   1810.00,     50.00
101003,   1863.00,     50.00
101004,   1891.00,     50.00
101005,   1891.00,     50.00
101006,   1891.00,     50.00
101007,   1891.00,     50.00
101008,   1891.00,     50.00
101009,   1891.00,     50.00
101101,   1778.00,     45.00
101102,   1778.00,     45.00
101103,   1863.00,     45.00
101104,   1905.00,     45.00
101105,   1905.00,     45.00
101106,   1905.00,     45.00
101107,   1905.00,     45.00
101108,   1905.00,     45.00
101109,   1905.00,     45.00
101201,   1810.00,     50.00
101202,   1810.00,     50.00
101203,   1863.00,     50.00
101204,   1891.00,     50.00
101205,   1891.00,     50.00
101206,   1891.00,     50.00
101207,   1891.00,     50.00
101208,   1891.00,     50.00
101209,   1891.00,     50.00
101501,   1810.00,     42.50
101502,   1810.00,     42.50
101503,   1863.00,     42.50
101504,   1891.00,     42.50
101505,   1891.00,     42.50
101506,   1891.00,     42.50
101507,   1891.00,     42.50
101508,   1891.00,     42.50
101509,   1891.00,     42.50
101601,   1810.00,     43.00
101602,   1810.00,     43.00
101603,   1863.00,     43.00
101604,   1891.00,     43.00
101605,   1891.00,     43.00
101606,   1891.00,     43.00
101607,   1891.00,     43.00
101608,   1891.00,     43.00
101609,   1891.00,     43.00
101701,   1810.00,     43.00
101702,   1810.00,     43.00
101703,   1863.00,     43.00
101704,   1891.00,     43.00
101705,   1891.00,     43.00
101706,   1891.00,     43.00
101707,   1891.00,     43.00
101708,   1891.00,     43.00
101709,   1891.00,     43.00
102001,    772.00,     33.00
102002,    780.00,     33.00
102003,    782.00,     33.00
102004,    758.00,     33.00
102005,    758.00,     33.00
102006,    758.00,     33.00
102007,    758.00,     33.00
102008,    758.00,     33.00
102009,    758.00,     33.00
102201,   1244.00,     45.00
102202,   1668.00,     45.00
102203,   1668.00,     45.00
102204,   1668.00,     45.00
102205,   1668.00,     45.00
102206,   1668.00,     45.00
102207,   1668.00,     45.00
102208,   1668.00,     45.00
102209,   1668.00,     45.00
102301,    845.00,     36.00
102302,    848.00,     36.00
102303,    847.00,     36.00
102304,    805.00,     36.00
102305,    805.00,     36.00
102306,    805.00,     36.00
102307,    805.00,     36.00
102308,    805.00,     36.00
102309,    805.00,     36.00
102401,    814.00,     33.00
102402,    818.00,     33.00
102403,    820.00,     33.00
102404,    795.00,     33.00
102405,    795.00,     33.00
102406,    795.00,     33.00
102407,    795.00,     33.00
102408,    795.00,     33.00
102409,    795.00,     33.00
102501,    772.00,     30.00
102502,    780.00,     30.00
102503,    782.00,     30.00
102504,    758.00,     30.00
102505,    758.00,     30.00
102506,    758.00,     30.00
102507,    758.00,     30.00
102508,    758.00,     30.00
102509,    758.00,     30.00
103001,    588.00,     27.00
103002,    585.00,     27.00
103003,    586.00,     27.00
103004,    586.00,     27.00
103005,    586.00,     27.00
103006,    586.00,     27.00
103007,    586.00,     27.00
103008,    586.00,     27.00
103009,    586.00,     27.00
103101,   1185.00,     37.00
103102,   1584.00,     37.00
103103,   1585.00,     37.00
103104,   1585.00,     37.00
103105,   1585.00,     37.00
103106,   1585.00,     37.00
103107,   1585.00,     37.00
103108,   1585.00,     37.00
103109,   1585.00,     37.00
103201,    805.00,     34.00
103202,    805.00,     34.00
103203,    804.00,     34.00
103204,    804.00,     34.00
103205,    804.00,     34.00
103206,    804.00,     34.00
103207,    804.00,     34.00
103208,    804.00,     34.00
103209,    804.00,     34.00
103301,    775.00,     31.00
103302,    777.00,     31.00
103303,    779.00,     31.00
103304,    779.00,     31.00
103305,    779.00,     31.00
103306,    779.00,     31.00
103307,    779.00,     31.00
103308,    779.00,     31.00
103309,    779.00,     31.00
103401,    735.00,     28.00
103402,    741.00,     28.00
103403,    743.00,     28.00
103404,    743.00,     28.00
103405,    743.00,     28.00
103406,    743.00,     28.00
103407,    743.00,     28.00
103408,    743.00,     28.00
103409,    743.00,     28.00
103501,    948.00,     36.00
103502,   1251.00,     36.00
103503,   1251.00,     36.00
103504,   1251.00,     36.00
103505,   1251.00,     36.00
103506,   1251.00,     36.00
103507,   1251.00,     36.00
103508,   1251.00,     36.00
103509,   1251.00,     36.00
103601,    644.00,     33.00
103602,    636.00,     33.00
103603,    635.00,     33.00
103604,    635.00,     33.00
103605,    635.00,     33.00
103606,    635.00,     33.00
103607,    635.00,     33.00
103608,    635.00,     33.00
103609,    635.00,     33.00
103701,    620.00,     30.00
103702,    613.00,     30.00
103703,    615.00,     30.00
103704,    615.00,     30.00
103705,    615.00,     30.00
103706,    615.00,     30.00
103707,    615.00,     30.00
103708,    615.00,     30.00
103709,    615.00,     30.00
103801,    588.00,     27.00
103802,    585.00,     27.00
103803,    586.00,     27.00
103804,    586.00,     27.00
103805,    586.00,     27.00
103806,    586.00,     27.00
103807,    586.00,     27.00
103808,    586.00,     27.00
103809,    586.00,     27.00
104001,    480.00,     30.00
104002,    450.00,     30.00
104003,    450.00,     30.00
104004,    450.00,     30.00
104005,    450.00,     30.00
104006,    450.00,     30.00
104007,    450.00,     30.00
104008,    450.00,     30.00
104009,    450.00,     30.00
104101,    772.00,     33.00
104102,    780.00,     33.00
104103,    782.00,     33.00
104104,    782.00,     33.00
104105,    782.00,     33.00
104106,    782.00,     33.00
104107,    782.00,     33.00
104108,    782.00,     33.00
104109,    782.00,     33.00
104201,    735.00,     32.00
104202,    741.00,     32.00
104203,    743.00,     32.00
104204,    743.00,     32.00
104205,    743.00,     32.00
104206,    743.00,     32.00
104207,    743.00,     32.00
104208,    743.00,     32.00
104209,    743.00,     32.00
104301,    588.00,     31.00
104302,    585.00,     31.00
104303,    586.00,     31.00
104304,    586.00,     31.00
104305,    586.00,     31.00
104306,    586.00,     31.00
104307,    586.00,     31.00
104308,    586.00,     31.00
104309,    586.00,     31.00
104401,    630.00,     32.00
104402,    600.00,     32.00
104403,    600.00,     32.00
104404,    600.00,     32.00
104405,    600.00,     32.00
104406,    600.00,     32.00
104407,    600.00,     32.00
104408,    600.00,     32.00
104409,    600.00,     32.00
104501,    600.00,     31.00
104502,    570.00,     31.00
104503,    570.00,     31.00
104504,    570.00,     31.00
104505,    570.00,     31.00
104506,    570.00,     31.00
104507,    570.00,     31.00
104508,    570.00,     31.00
104509,    570.00,     31.00
104601,    480.00,     30.00
104602,    450.00,     30.00
104603,    450.00,     30.00
104604,    450.00,     30.00
104605,    450.00,     30.00
104606,    450.00,     30.00
104607,    450.00,     30.00
104608,    450.00,     30.00
104609,    450.00,     30.00
104701,    480.00,     29.00
104702,    450.00,     29.00
104703,    450.00,     29.00
104704,    450.00,     29.00
104705,    450.00,     29.00
104706,    450.00,     29.00
104707,    450.00,     29.00
104708,    450.00,     29.00
104709,    450.00,     29.00
104801,    480.00,     28.00
104802,    450.00,     28.00
104803,    450.00,     28.00
104804,    450.00,     28.00
104805,    450.00,     28.00
104806,    450.00,     28.00
104807,    450.00,     28.00
104808,    450.00,     28.00
104809,    450.00,     28.00
104901,    450.00,     28.00
104902,    450.00,     28.00
104903,    450.00,     28.00
104904,    450.00,     28.00
104905,    450.00,     28.00
104906,    450.00,     28.00
104907,    450.00,     28.00
104908,    450.00,     28.00
104909,    450.00,     28.00
105001,  10000.00,     15.00
105002,  10000.00,     15.00
105003,  10000.00,     15.00
105004,  10000.00,     15.00
105005,  10000.00,     15.00
105006,  10000.00,     15.00
105007,  10000.00,     15.00
105008,  10000.00,     15.00
105009,  10000.00,     15.00
105101,  10000.00,     15.00
105102,  10000.00,     15.00
105103,  10000.00,     15.00
105104,  10000.00,     15.00
105105,  10000.00,     15.00
105106,  10000.00,     15.00
105107,  10000.00,     15.00
105108,  10000.00,     15.00
105109,  10000.00,     15.00
105201,  10000.00,     20.00
105202,  10000.00,     20.00
105203,  10000.00,     20.00
105204,  10000.00,     20.00
105205,  10000.00,     20.00
105206,  10000.00,     20.00
105207,  10000.00,     20.00
105208,  10000.00,     20.00
105209,  10000.00,     20.00
105301,  10000.00,     15.00
105302,  10000.00,     15.00
105303,  10000.00,     15.00
105304,  10000.00,     15.00
105305,  10000.00,     15.00
105306,  10000.00,     15.00
105307,  10000.00,     15.00
105308,  10000.00,     15.00
105309,  10000.00,     15.00
106001,    764.00,     31.00
106002,    858.00,     31.00
106003,    860.00,     31.00
106004,    833.00,     31.00
106005,    833.00,     31.00
106006,    833.00,     31.00
106007,    833.00,     31.00
106008,    833.00,     31.00
106009,    833.00,     31.00
106101,   1232.00,     40.00
106102,   1834.00,     40.00
106103,   1835.00,     40.00
